index,home_team,away_team,home_goals,away_goals,result,season
3889,Chelsea,Manchester United,4,0,H,2016-2017
3896,Crystal Palace,Liverpool,2,4,A,2016-2017
3908,Swansea City,Manchester United,1,3,A,2016-2017
3899,Stoke City,Swansea City,3,1,H,2016-2017
3922,Leicester City,Middlesbrough,2,2,D,2016-2017
3928,Manchester United,West Ham United,1,1,D,2016-2017
3925,Chelsea,Tottenham Hotspur,2,1,H,2016-2017
3924,Swansea City,Crystal Palace,5,4,H,2016-2017
3923,Liverpool,Sunderland,2,0,H,2016-2017
3927,Arsenal,AFC Bournemouth,3,1,H,2016-2017
3921,Hull City,West Bromwich Albion,1,1,D,2016-2017
3920,Burnley,Manchester City,1,2,A,2016-2017
3909,Leicester City,West Bromwich Albion,1,2,A,2016-2017
3919,West Bromwich Albion,Burnley,4,0,H,2016-2017
3917,Tottenham Hotspur,West Ham United,3,2,H,2016-2017
3916,Watford,Leicester City,2,1,H,2016-2017
3915,Sunderland,Hull City,3,0,H,2016-2017
3914,Stoke City,AFC Bournemouth,0,1,A,2016-2017
3913,Southampton,Liverpool,0,0,D,2016-2017
3912,Everton,Swansea City,1,1,D,2016-2017
3911,Crystal Palace,Manchester City,1,2,A,2016-2017
3910,Manchester United,Arsenal,1,1,D,2016-2017
3918,Middlesbrough,Chelsea,0,1,A,2016-2017
3926,Watford,Stoke City,0,1,A,2016-2017
4422,Huddersfield Town,Liverpool,0,3,A,2017-2018
4423,Chelsea,AFC Bournemouth,0,3,A,2017-2018
4424,Everton,Leicester City,2,1,H,2017-2018
4409,Manchester United,Stoke City,3,0,H,2017-2018
4426,Southampton,Brighton and Hove Albion,1,1,D,2017-2018
4427,Manchester City,West Bromwich Albion,3,0,H,2017-2018
4421,West Ham United,Crystal Palace,1,1,D,2017-2018
4428,Stoke City,Watford,0,0,D,2017-2018
4425,Newcastle United,Burnley,1,1,D,2017-2018
4420,Swansea City,Arsenal,3,1,H,2017-2018
4412,Burnley,Manchester United,0,1,A,2017-2018
4418,Southampton,Tottenham Hotspur,1,1,D,2017-2018
4417,Manchester City,Newcastle United,3,1,?,2017-2018
4416,West Ham United,AFC Bournemouth,1,1,D,2017-2018
4415,Stoke City,Huddersfield Town,2,0,H,2017-2018
4414,Leicester City,Watford,2,0,H,2017-2018
4413,Everton,West Bromwich Albion,1,1,D,2017-2018
4411,Arsenal,Crystal Palace,4,1,H,2017-2018
4410,Brighton and Hove Albion,Chelsea,0,4,A,2017-2018
4408,Liverpool,Manchester City,4,3,H,2017-2018
4429,Tottenham Hotspur,Manchester United,2,0,H,2017-2018
4419,Swansea City,Liverpool,1,0,H,2017-2018
4430,Burnley,Manchester City,1,1,D,2017-2018
4449,Chelsea,West Bromwich Albion,3,0,H,2017-2018
4432,Brighton and Hove Albion,West Ham United,3,1,H,2017-2018
4453,Burnley,Southampton,1,1,D,2017-2018
4407,AFC Bournemouth,Arsenal,2,1,H,2017-2018
4452,Brighton and Hove Albion,Swansea City,4,1,H,2017-2018
4451,AFC Bournemouth,Newcastle United,2,2,D,2017-2018
4450,Leicester City,Stoke City,1,1,D,2017-2018
4448,Southampton,Liverpool,0,2,A,2017-2018
4447,Newcastle United,Manchester United,1,0,H,2017-2018
4446,Huddersfield Town,AFC Bournemouth,4,1,H,2017-2018
4445,Manchester City,Leicester City,5,1,H,2017-2018
4444,West Ham United,Watford,2,0,H,2017-2018
4443,Swansea City,Burnley,1,0,H,2017-2018
4442,Stoke City,Brighton and Hove Albion,1,1,D,2017-2018
4441,Everton,Crystal Palace,3,1,H,2017-2018
4440,Tottenham Hotspur,Arsenal,1,0,H,2017-2018
4439,Watford,Chelsea,4,1,H,2017-2018
4438,Liverpool,Tottenham Hotspur,2,2,D,2017-2018
4437,Crystal Palace,Newcastle United,1,1,D,2017-2018
4436,Arsenal,Everton,5,1,H,2017-2018
4435,West Bromwich Albion,Southampton,2,3,A,2017-2018
4434,Manchester United,Huddersfield Town,2,0,H,2017-2018
4433,Leicester City,Swansea City,1,1,D,2017-2018
4431,AFC Bournemouth,Stoke City,2,1,H,2017-2018
4406,Tottenham Hotspur,Everton,4,0,H,2017-2018
4363,Manchester City,AFC Bournemouth,4,0,H,2017-2018
4404,Watford,Southampton,2,2,D,2017-2018
4377,Liverpool,Swansea City,5,0,H,2017-2018
4376,West Bromwich Albion,Everton,0,0,?,2017-2018
4375,Watford,Leicester City,2,1,H,2017-2018
4374,Manchester United,Burnley,2,2,D,2017-2018
4373,Huddersfield Town,Stoke City,1,1,D,2017-2018
4372,Chelsea,Brighton and Hove Albion,2,0,H,2017-2018
4371,AFC Bournemouth,West Ham United,3,3,D,2017-2018
4370,Tottenham Hotspur,Southampton,5,2,H,2017-2018
4369,Leicester City,Manchester United,2,2,D,2017-2018
4368,Burnley,Tottenham Hotspur,0,3,A,2017-2018
4378,Newcastle United,Manchester City,0,1,A,2017-2018
4367,West Ham United,Newcastle United,2,3,A,2017-2018
4365,Stoke City,West Bromwich Albion,3,1,H,2017-2018
4364,Southampton,Huddersfield Town,1,1,D,2017-2018
4362,Brighton and Hove Albion,Watford,1,0,H,2017-2018
4361,Everton,Chelsea,0,0,D,2017-2018
4360,Arsenal,Liverpool,3,3,D,2017-2018
4359,Everton,Swansea City,3,1,H,2017-2018
4358,AFC Bournemouth,Liverpool,0,4,A,2017-2018
4357,West Bromwich Albion,Manchester United,1,2,A,2017-2018
4356,Manchester City,Tottenham Hotspur,4,1,H,2017-2018
4454,Liverpool,West Ham United,4,1,H,2017-2018
4366,Swansea City,Crystal Palace,1,1,D,2017-2018
4405,West Bromwich Albion,Brighton and Hove Albion,2,0,H,2017-2018
4379,Crystal Palace,Arsenal,2,3,A,2017-2018
4381,Chelsea,Stoke City,5,0,H,2017-2018
4403,Newcastle United,Swansea City,1,1,D,2017-2018
4402,Huddersfield Town,West Ham United,1,4,A,2017-2018
4401,Crystal Palace,Burnley,1,0,H,2017-2018
4400,Chelsea,Leicester City,0,0,D,2017-2018
4399,Tottenham Hotspur,West Ham United,1,1,D,2017-2018
4398,Arsenal,Chelsea,2,2,D,2017-2018
4397,Manchester City,Watford,3,1,H,2017-2018
4396,West Ham United,West Bromwich Albion,2,1,H,2017-2018
4395,Swansea City,Tottenham Hotspur,0,2,A,2017-2018
4394,Southampton,Crystal Palace,1,2,A,2017-2018
4380,AFC Bournemouth,Everton,2,1,H,2017-2018
4393,Everton,Manchester United,0,2,A,2017-2018
4391,Leicester City,Huddersfield Town,3,0,H,2017-2018
4390,Burnley,Liverpool,1,2,A,2017-2018
4389,Brighton and Hove Albion,AFC Bournemouth,2,2,D,2017-2018
4388,West Bromwich Albion,Arsenal,1,1,D,2017-2018
4387,Crystal Palace,Manchester City,0,0,D,2017-2018
4386,Manchester United,Southampton,0,0,D,2017-2018
4385,Watford,Swansea City,1,2,A,2017-2018
4384,Newcastle United,Brighton and Hove Albion,0,0,D,2017-2018
4383,Liverpool,Leicester City,2,1,H,2017-2018
4382,Huddersfield Town,Burnley,0,0,D,2017-2018
4392,Stoke City,Newcastle United,0,1,A,2017-2018
4455,West Bromwich Albion,Huddersfield Town,1,2,A,2017-2018
4542,Arsenal,Burnley,5,0,H,2017-2018
4457,Crystal Palace,Tottenham Hotspur,0,1,A,2017-2018
4531,West Ham United,Manchester City,1,4,A,2017-2018
4530,Swansea City,Chelsea,0,1,A,2017-2018
4529,Southampton,AFC Bournemouth,2,1,H,2017-2018
4528,Newcastle United,West Bromwich Albion,0,1,A,2017-2018
4527,Huddersfield Town,Everton,0,2,A,2017-2018
4526,Crystal Palace,Leicester City,5,0,H,2017-2018
4525,Burnley,Brighton and Hove Albion,0,0,D,2017-2018
4524,Liverpool,Stoke City,0,0,D,2017-2018
4523,Everton,Newcastle United,1,0,H,2017-2018
4522,Manchester City,Swansea City,5,0,H,2017-2018
4532,Manchester United,Arsenal,2,1,H,2017-2018
4521,Stoke City,Burnley,1,1,?,2017-2018
4519,Watford,Crystal Palace,0,0,D,2017-2018
4518,West Bromwich Albion,Liverpool,2,2,D,2017-2018
4517,Leicester City,Southampton,0,0,D,2017-2018
4516,Burnley,Chelsea,1,2,A,2017-2018
4515,AFC Bournemouth,Manchester United,0,2,A,2017-2018
4514,Brighton and Hove Albion,Tottenham Hotspur,1,1,D,2017-2018
4513,West Ham United,Stoke City,1,1,D,2017-2018
4512,Manchester United,West Bromwich Albion,0,1,A,2017-2018
4511,Newcastle United,Arsenal,2,1,H,2017-2018
4510,Tottenham Hotspur,Manchester City,1,3,A,2017-2018
4520,Arsenal,West Ham United,4,1,H,2017-2018
4509,Liverpool,AFC Bournemouth,3,0,H,2017-2018
4533,Tottenham Hotspur,Watford,2,0,H,2017-2018
4535,Stoke City,Crystal Palace,1,2,A,2017-2018
4557,Swansea City,Stoke City,1,2,A,2017-2018
4556,Southampton,Manchester City,0,1,A,2017-2018
4555,Newcastle United,Chelsea,3,0,H,2017-2018
4554,Manchester United,Watford,1,0,H,2017-2018
4553,Liverpool,Brighton and Hove Albion,4,0,H,2017-2018
4552,Huddersfield Town,Arsenal,0,1,A,2017-2018
4551,Crystal Palace,West Bromwich Albion,2,0,H,2017-2018
4550,Burnley,AFC Bournemouth,1,2,A,2017-2018
4549,West Ham United,Manchester United,0,0,D,2017-2018
4548,Tottenham Hotspur,Newcastle United,1,0,?,2017-2018
4534,Brighton and Hove Albion,Manchester United,1,0,H,2017-2018
4547,Manchester City,Brighton and Hove Albion,3,1,H,2017-2018
4545,Chelsea,Huddersfield Town,1,1,D,2017-2018
4544,Swansea City,Southampton,0,1,A,2017-2018
4543,Chelsea,Liverpool,1,0,H,2017-2018
4355,Stoke City,West Ham United,0,3,A,2017-2018
4541,Manchester City,Huddersfield Town,0,0,D,2017-2018
4540,Everton,Southampton,1,1,D,2017-2018
4539,West Bromwich Albion,Tottenham Hotspur,1,0,H,2017-2018
4538,Watford,Newcastle United,2,1,H,2017-2018
4537,Leicester City,West Ham United,0,2,A,2017-2018
4536,AFC Bournemouth,Swansea City,1,0,H,2017-2018
4546,Leicester City,Arsenal,3,1,H,2017-2018
4456,Watford,Everton,1,0,H,2017-2018
4508,Swansea City,Everton,1,1,D,2017-2018
4506,Crystal Palace,Brighton and Hove Albion,3,2,H,2017-2018
4479,Stoke City,Manchester City,0,2,A,2017-2018
4478,AFC Bournemouth,Tottenham Hotspur,1,4,A,2017-2018
4477,Arsenal,Watford,3,0,H,2017-2018
4476,Chelsea,Crystal Palace,2,1,?,2017-2018
4475,West Ham United,Burnley,0,3,A,2017-2018
4474,West Bromwich Albion,Leicester City,1,4,A,2017-2018
4473,Newcastle United,Southampton,3,0,H,2017-2018
4472,Huddersfield Town,Swansea City,0,0,D,2017-2018
4471,Everton,Brighton and Hove Albion,2,0,H,2017-2018
4470,Manchester United,Liverpool,2,1,H,2017-2018
4480,AFC Bournemouth,West Bromwich Albion,2,1,H,2017-2018
4469,Crystal Palace,Manchester United,2,3,A,2017-2018
4467,Brighton and Hove Albion,Arsenal,2,1,H,2017-2018
4466,Liverpool,Newcastle United,2,0,H,2017-2018
4465,Watford,West Bromwich Albion,1,0,H,2017-2018
4464,Tottenham Hotspur,Huddersfield Town,2,0,H,2017-2018
4463,Swansea City,West Ham United,4,1,H,2017-2018
4462,Southampton,Stoke City,0,0,D,2017-2018
4461,Leicester City,AFC Bournemouth,1,1,D,2017-2018
4460,Burnley,Everton,2,1,H,2017-2018
4459,Arsenal,Manchester City,0,3,A,2017-2018
4458,Manchester United,Chelsea,2,1,H,2017-2018
4468,Manchester City,Chelsea,1,0,H,2017-2018
4507,Huddersfield Town,Watford,1,0,H,2017-2018
4481,Huddersfield Town,Crystal Palace,0,2,A,2017-2018
4483,Liverpool,Watford,5,0,H,2017-2018
4505,Burnley,Leicester City,2,1,H,2017-2018
4504,Southampton,Chelsea,2,3,A,2017-2018
4503,Chelsea,West Ham United,1,1,D,2017-2018
4502,Arsenal,Southampton,3,2,H,2017-2018
4501,Manchester City,Manchester United,2,3,A,2017-2018
4500,West Bromwich Albion,Swansea City,1,1,D,2017-2018
4499,Watford,Burnley,1,2,A,2017-2018
4498,Stoke City,Tottenham Hotspur,1,2,A,2017-2018
4497,Leicester City,Newcastle United,1,2,A,2017-2018
4496,Brighton and Hove Albion,Huddersfield Town,1,1,D,2017-2018
4482,Stoke City,Everton,1,2,A,2017-2018
4495,AFC Bournemouth,Crystal Palace,2,2,D,2017-2018
4493,Chelsea,Tottenham Hotspur,1,3,A,2017-2018
4492,Arsenal,Stoke City,3,0,H,2017-2018
4491,Everton,Manchester City,1,3,A,2017-2018
4490,West Ham United,Southampton,3,0,H,2017-2018
4489,West Bromwich Albion,Burnley,1,2,A,2017-2018
4488,Watford,AFC Bournemouth,2,2,D,2017-2018
4487,Newcastle United,Huddersfield Town,1,0,H,2017-2018
4486,Manchester United,Swansea City,2,0,H,2017-2018
4485,Brighton and Hove Albion,Leicester City,0,2,A,2017-2018
4484,Crystal Palace,Liverpool,1,2,A,2017-2018
4494,Everton,Liverpool,0,0,D,2017-2018
4354,Watford,Huddersfield Town,1,4,A,2017-2018
4267,Southampton,West Bromwich Albion,1,0,H,2017-2018
4352,Brighton and Hove Albion,Burnley,0,0,D,2017-2018
4240,Huddersfield Town,Tottenham Hotspur,0,4,A,2017-2018
4239,Arsenal,West Bromwich Albion,2,0,H,2017-2018
4238,Brighton and Hove Albion,Newcastle United,1,0,H,2017-2018
4237,Leicester City,Liverpool,2,3,A,2017-2018
4236,Swansea City,Watford,1,2,A,2017-2018
4235,Stoke City,Chelsea,0,4,A,2017-2018
4234,Southampton,Manchester United,0,1,A,2017-2018
4233,Manchester City,Crystal Palace,5,0,H,2017-2018
4241,AFC Bournemouth,Leicester City,0,0,D,2017-2018
4232,Everton,AFC Bournemouth,2,1,H,2017-2018
4230,West Ham United,Tottenham Hotspur,2,3,A,2017-2018
4229,Manchester United,Everton,4,0,H,2017-2018
4228,Chelsea,Arsenal,0,0,D,2017-2018
4227,Tottenham Hotspur,Swansea City,0,0,?,2017-2018
4226,West Bromwich Albion,West Ham United,0,0,D,2017-2018
4225,Watford,Manchester City,0,6,A,2017-2018
4224,Newcastle United,Stoke City,2,1,H,2017-2018
4223,Liverpool,Burnley,1,1,D,2017-2018
4231,Burnley,Huddersfield Town,0,0,D,2017-2018
4222,Huddersfield Town,Leicester City,1,1,D,2017-2018
4242,Manchester United,Crystal Palace,4,0,H,2017-2018
4244,West Bromwich Albion,Watford,2,2,D,2017-2018
4262,Huddersfield Town,Manchester United,2,1,H,2017-2018
4261,Chelsea,Watford,4,2,H,2017-2018
4260,West Ham United,Brighton and Hove Albion,0,3,A,2017-2018
4259,Leicester City,West Bromwich Albion,1,1,D,2017-2018
4258,Southampton,Newcastle United,2,2,D,2017-2018
4257,Brighton and Hove Albion,Everton,1,1,D,2017-2018
4256,Watford,Arsenal,2,1,H,2017-2018
4255,Tottenham Hotspur,AFC Bournemouth,1,0,H,2017-2018
4243,Stoke City,Southampton,2,1,H,2017-2018
4254,Swansea City,Huddersfield Town,2,0,H,2017-2018
4252,Crystal Palace,Chelsea,2,1,H,2017-2018
4251,Burnley,West Ham United,1,1,D,2017-2018
4250,Liverpool,Manchester United,0,0,D,2017-2018
4353,Chelsea,Southampton,1,0,H,2017-2018
4248,Everton,Burnley,0,1,A,2017-2018
4247,Arsenal,Brighton and Hove Albion,2,0,H,2017-2018
4246,Chelsea,Manchester City,0,1,A,2017-2018
4245,West Ham United,Swansea City,1,0,H,2017-2018
4253,Manchester City,Stoke City,7,2,H,2017-2018
4263,Manchester City,Burnley,3,0,H,2017-2018
4221,Crystal Palace,Southampton,0,1,A,2017-2018
4219,West Ham United,Huddersfield Town,2,0,H,2017-2018
4196,Stoke City,Arsenal,1,0,H,2017-2018
4195,Southampton,West Ham United,3,2,H,2017-2018
4194,Liverpool,Crystal Palace,1,0,H,2017-2018
4193,Leicester City,Brighton and Hove Albion,2,0,H,2017-2018
4192,Burnley,West Bromwich Albion,0,1,A,2017-2018
4191,AFC Bournemouth,Watford,0,2,A,2017-2018
4190,Swansea City,Manchester United,0,4,A,2017-2018
4189,Manchester United,West Ham United,4,0,H,2017-2018
4197,Huddersfield Town,Newcastle United,1,0,H,2017-2018
4188,Newcastle United,Tottenham Hotspur,0,2,A,2017-2018
4186,West Bromwich Albion,AFC Bournemouth,1,0,H,2017-2018
4185,Southampton,Swansea City,0,0,D,2017-2018
4184,Everton,Stoke City,1,0,H,2017-2018
4183,Crystal Palace,Huddersfield Town,0,3,A,2017-2018
4182,Chelsea,Burnley,2,3,A,2017-2018
4181,Watford,Liverpool,3,3,D,2017-2018
4180,Arsenal,Leicester City,4,3,H,2017-2018
4558,Tottenham Hotspur,Leicester City,5,4,H,2017-2018
4187,Brighton and Hove Albion,Manchester City,0,2,A,2017-2018
4220,AFC Bournemouth,Brighton and Hove Albion,2,1,H,2017-2018
4198,Tottenham Hotspur,Chelsea,1,2,A,2017-2018
4200,AFC Bournemouth,Manchester City,1,2,A,2017-2018
4218,Swansea City,Newcastle United,0,1,A,2017-2018
4217,Burnley,Crystal Palace,1,0,H,2017-2018
4216,Stoke City,Manchester United,2,2,D,2017-2018
4215,Southampton,Watford,0,2,A,2017-2018
4214,Leicester City,Chelsea,1,2,A,2017-2018
4213,Everton,Tottenham Hotspur,0,3,A,2017-2018
4212,Brighton and Hove Albion,West Bromwich Albion,3,1,H,2017-2018
4211,Arsenal,AFC Bournemouth,3,0,H,2017-2018
4199,Manchester City,Everton,1,1,D,2017-2018
4210,Manchester City,Liverpool,5,0,H,2017-2018
4208,Liverpool,Arsenal,4,0,H,2017-2018
4207,West Bromwich Albion,Stoke City,1,1,D,2017-2018
4206,Chelsea,Everton,2,0,H,2017-2018
4205,Manchester United,Leicester City,2,0,H,2017-2018
4204,Watford,Brighton and Hove Albion,0,0,D,2017-2018
4203,Newcastle United,West Ham United,3,0,H,2017-2018
4202,Huddersfield Town,Southampton,0,0,D,2017-2018
4201,Crystal Palace,Swansea City,0,2,A,2017-2018
4209,Tottenham Hotspur,Burnley,1,1,D,2017-2018
4264,Newcastle United,Crystal Palace,1,0,H,2017-2018
4249,Newcastle United,Liverpool,1,1,D,2017-2018
4266,Swansea City,Leicester City,1,2,A,2017-2018
4329,Manchester City,West Ham United,2,1,H,2017-2018
4328,AFC Bournemouth,Southampton,1,1,D,2017-2018
4327,Arsenal,Manchester United,1,3,A,2017-2018
4326,West Bromwich Albion,Crystal Palace,0,0,D,2017-2018
4265,Stoke City,AFC Bournemouth,1,2,A,2017-2018
4324,Stoke City,Swansea City,2,1,H,2017-2018
4323,Leicester City,Burnley,1,0,H,2017-2018
4322,Everton,Huddersfield Town,2,0,H,2017-2018
4330,West Ham United,Chelsea,1,0,H,2017-2018
4321,Brighton and Hove Albion,Liverpool,1,5,A,2017-2018
4319,Stoke City,Liverpool,0,3,A,2017-2018
4318,Manchester City,Southampton,2,1,H,2017-2018
4317,Everton,West Ham United,4,0,H,2017-2018
4316,Chelsea,Swansea City,1,0,H,2017-2018
4315,AFC Bournemouth,Burnley,1,2,A,2017-2018
4314,Arsenal,Huddersfield Town,5,0,H,2017-2018
4313,West Bromwich Albion,Newcastle United,2,2,D,2017-2018
4312,Watford,Manchester United,2,4,A,2017-2018
4320,Chelsea,Newcastle United,3,1,H,2017-2018
4311,Leicester City,Tottenham Hotspur,2,1,H,2017-2018
4331,Burnley,Watford,1,0,?,2017-2018
4333,Huddersfield Town,Brighton and Hove Albion,2,0,H,2017-2018
4351,Arsenal,Newcastle United,1,0,H,2017-2018
4350,Leicester City,Crystal Palace,0,3,A,2017-2018
4349,West Ham United,Arsenal,0,0,D,2017-2018
4348,Tottenham Hotspur,Brighton and Hove Albion,2,0,H,2017-2018
4347,Manchester United,AFC Bournemouth,1,0,H,2017-2018
4346,Liverpool,West Bromwich Albion,0,0,D,2017-2018
4345,Swansea City,Manchester City,0,4,A,2017-2018
4344,Southampton,Leicester City,1,4,A,2017-2018
4332,Crystal Palace,AFC Bournemouth,2,2,D,2017-2018
4343,Newcastle United,Everton,0,1,A,2017-2018
4341,Crystal Palace,Watford,2,1,H,2017-2018
4340,Burnley,Stoke City,1,0,H,2017-2018
4339,Manchester United,Manchester City,1,2,A,2017-2018
4338,Liverpool,Everton,1,1,D,2017-2018
4337,Southampton,Arsenal,1,1,D,2017-2018
4336,Newcastle United,Leicester City,2,3,A,2017-2018
4335,Tottenham Hotspur,Stoke City,5,1,H,2017-2018
4334,Swansea City,West Bromwich Albion,1,0,H,2017-2018
4342,Huddersfield Town,Chelsea,1,3,A,2017-2018
4310,Brighton and Hove Albion,Crystal Palace,0,0,D,2017-2018
4325,Watford,Tottenham Hotspur,1,1,D,2017-2018
4308,Burnley,Arsenal,0,1,A,2017-2018
4285,West Ham United,Liverpool,1,4,?,2017-2018
4284,Swansea City,Brighton and Hove Albion,0,1,A,2017-2018
4283,Southampton,Burnley,0,1,A,2017-2018
4282,Newcastle United,AFC Bournemouth,0,1,A,2017-2018
4281,Huddersfield Town,West Bromwich Albion,1,0,H,2017-2018
4280,Stoke City,Leicester City,2,2,D,2017-2018
4279,Burnley,Newcastle United,1,0,H,2017-2018
4278,Leicester City,Everton,2,0,H,2017-2018
4286,Tottenham Hotspur,Crystal Palace,1,0,H,2017-2018
4277,Brighton and Hove Albion,Southampton,1,1,D,2017-2018
4275,West Bromwich Albion,Manchester City,2,3,A,2017-2018
4274,Watford,Stoke City,0,1,A,2017-2018
4273,Liverpool,Huddersfield Town,3,0,H,2017-2018
4309,Huddersfield Town,Manchester City,1,2,A,2017-2018
4271,Arsenal,Swansea City,2,1,H,2017-2018
4270,Manchester United,Tottenham Hotspur,1,0,H,2017-2018
4269,Tottenham Hotspur,Liverpool,4,1,H,2017-2018
4268,Everton,Arsenal,2,5,A,2017-2018
4276,AFC Bournemouth,Chelsea,0,1,A,2017-2018
4287,Manchester City,Arsenal,3,1,H,2017-2018
4272,Crystal Palace,West Ham United,2,2,D,2017-2018
4289,Everton,Watford,3,2,H,2017-2018
4288,Chelsea,Manchester United,1,0,H,2017-2018
4307,Southampton,Everton,4,1,H,2017-2018
4306,Liverpool,Chelsea,1,1,D,2017-2018
4305,Tottenham Hotspur,West Bromwich Albion,1,1,D,2017-2018
4304,Swansea City,AFC Bournemouth,0,0,D,2017-2018
4303,Newcastle United,Watford,0,3,A,2017-2018
4302,Manchester United,Brighton and Hove Albion,1,0,H,2017-2018
4301,Crystal Palace,Stoke City,2,1,H,2017-2018
4300,West Ham United,Leicester City,1,1,D,2017-2018
4559,West Ham United,Everton,3,1,H,2017-2018
4298,Watford,West Ham United,2,0,H,2017-2018
4297,Manchester United,Newcastle United,4,1,H,2017-2018
4296,West Bromwich Albion,Chelsea,0,4,A,2017-2018
4295,Liverpool,Southampton,3,0,H,2017-2018
4294,Leicester City,Manchester City,0,2,A,2017-2018
4293,Crystal Palace,Everton,2,2,D,2017-2018
4292,Burnley,Swansea City,2,0,H,2017-2018
4291,AFC Bournemouth,Huddersfield Town,4,0,H,2017-2018
4299,Brighton and Hove Albion,Stoke City,2,2,D,2017-2018
4290,Arsenal,Tottenham Hotspur,2,0,H,2017-2018
227,Tottenham Hotspur,Newcastle United,2,3,A,?
263,West Ham United,Watford,0,1,A,?
270,Charlton Athletic,West Ham United,4,0,H,?
278,Arsenal,Reading,2,1,H,?
309,Manchester City,Charlton Athletic,0,0,D,?
360,Fulham,Liverpool,1,0,H,?
311,Chelsea,Tottenham Hotspur,1,0,H,?
342,Liverpool,Wigan Athletic,2,0,H,?
197,Watford,Arsenal,1,2,A,?
367,Charlton Athletic,Tottenham Hotspur,0,2,A,?
374,Manchester United,West Ham United,-1,1,A,?
378,Tottenham Hotspur,Manchester City,2,1,H,?
310,Everton,Fulham,4,1,H,?
178,Fulham,Middlesbrough,2,1,H,?
125,Sheffield United,Manchester United,-1,2,A,?
147,Reading,Bolton Wanderers,1,0,H,?
139,Aston Villa,Manchester City,1,3,A,?
126,Middlesbrough,Liverpool,0,0,D,?
124,Reading,Charlton Athletic,2,0,H,?
116,Blackburn Rovers,Manchester United,0,1,A,?
106,West Ham United,Arsenal,1,0,?,?
94,Portsmouth,Reading,3,1,H,?
77,Newcastle United,Bolton Wanderers,1,2,A,?
53,Manchester City,West Ham United,2,0,H,?
37,Reading,Manchester City,1,0,H,?
